,Sentiment,SentimentText
2056,1,Harry Potter is great if you have read the book!
2057,1,love Harry Potter.
2058,1,"Harry Potter is good, but there's only 4 of those.."
2059,1,I love Harry Potter!..
2060,1,The Harry Potter books are completely amazing.
2061,1,Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..
2062,1,Harry Potter anything is awesome.
2063,1,I love Harry Potter!
2064,1,The Harry Potter scar would be cool...
2065,1,I love Harry Potter...
2066,1,"And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!.."
2067,1,Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.
2068,1,which made me realize how much I love Harry Potter..
2069,1,Harry Potter = Gorgeous!.
2070,1,And I loved Harry Potter.
2071,1,"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter."
2072,1,The Harry Potter movies are awesome for mocking..
2073,1,Harry Potter is awesome...
2074,1,I love Harry Potter and I love making friends.
2075,1,I freagin'love Harry Potter and all of it's magical lore...
2076,1,I LOVE Harry Potter.
2077,1,"Okay, so y'all know me, and you know that I love Harry Potter."
2078,1,"I love Harry Potter, but I don't think J. K. Rowling is the best author in the world..."
2079,1,I LOVE Harry Potter!!!
2080,1,"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES...."
2081,1,I would like a Harry Potter type scarf for Christmas..
2082,1,And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).
2083,1,* I like Harry Potter..
2084,1,"She's my student last year who I read Harry Potter with, and she kept saying "" Harry Potter is beautiful!"
2085,1,"* g * But, much as I love the Harry Potter movies, the books are better..."
2086,1,"I love Harry Potter, Lilo and Stitch, Barnyard was awesome."
2087,1,"Also: "" Sexy Harry Potter."
2088,1,I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.
2089,1,"Also: "" Sexy Harry Potter."
2090,1,Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..
2091,1,"I enjoy discussing Harry Potter, and I know there is still a lot for me to learn about it."
2092,1,"Me, I like the Harry Potter movies but the books have no real appeal for me."
2093,1,"Because I like Harry Potter and I in Eragon's case, I like dragons..."
2094,1,"I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens.."
2095,1,The Harry Potter Earrings Girl was awesome...
2096,1,Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..
2097,1,I also adore Harry Potter and Hogwarts...
2098,1,"Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies."
2099,1,"I was so proud of myself that I was given the task of making Harry Potter sexy, and achieved it..."
2100,1,No... but I love Harry Potter...
2101,1,Gotta Love Harry Potter icons..
2102,1,One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.
2103,1,We both love Harry Potter and Grey's Anatomy.
2104,1,"I love Harry Potter, you should try it too."
2105,1,"I like Harry Potter, I like Eragon, I like Lord of the Rings..."
2106,1,The Harry Potter picture is awesome.
2107,1,I love Harry Potter.
2108,1,None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.
2109,1,I love Harry Potter = ) ) )..
2110,1,Friday-Harry Potter Feast = AMAZING!
2111,1,"Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college..."
2112,1,""" I love you Harry Potter!"
2113,1,Dorks are the best and Harry Potter is pretty awesome...
2114,1,I love Harry Potter and Lord of the Rings.
2115,1,""" Harry Potter "" series ( because of the delicious way my life is sucked away when I read it ).."
2116,1,"Well, at least Harry Potter is real good so far."
2117,1,I love Harry Potter...
2118,1,Harry Potter Rocks!
2119,1,I'd almost forgotten how much I love Harry Potter.
2120,1,I love Harry Potter.
2121,1,I love Harry Potter......
2122,1,"I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter."
2123,1,"yeah, I love Harry Potter to death, lol!.."
2124,1,I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.
2125,1,and I do enjoy reading the Harry Potter series...
2126,1,Harry Potter is brilliant.
2127,1,"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing.."
2128,1,"Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while."
2129,1,I love its Harry Potter Hall ~ kaka..
2130,1,"It can be seen all over the television and movie screens or in the popular novel, the Harry Potter craze is a perfect example of a literary version's adaptation to both."
2131,1,Love the Harry Potter series though I try not to talk about it too much..
2132,1,I love Harry Potter.
2133,1,Love the Harry Potter series though I try not to talk about it too much..
2134,1,Love the Harry Potter series though I try not to talk about it too much..
2135,1,Love the Harry Potter series though I try not to talk about it too much..
2136,1,Love the Harry Potter series though I try not to talk about it too much..
2137,1,What makes me love Harry Potter is the way it just grips you.
2138,1,Because I love Harry Potter.
2139,1,"I do have a job and college, but I love Harry Potter and I will try to sort as often as I can."
2140,1,Harry Potter and why it rocks.
2141,1,"First, I should state that I have enjoyed every Harry Potter film very much."
2142,1,I love all Harry Potter fandom.
2143,1,Harry Potter = Gorgeous!.
2144,1,What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.
2145,1,Harry Potter's awesome..
2146,1,"Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting."
2147,1,"I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why )."
2148,1,Harry Potter = Gorgeous!.
2149,1,I want Harry Potter back!..
2150,1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.
2151,1,I enjoy taking Harry Potter quizzes.
2152,1,Deciding how I want the 7th Harry Potter to go -..
2153,1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.
2154,1,"XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends..."
2155,1,  I liked Harry Potter and I'll be sorry to see him grow up.
2156,1,"Personally, I love reading Harry Potter books."
2157,1,"Harry Potter rehearsal was very good, too."
2158,1,So I decided that having an invisibility cloak like Harry Potter would be excellent.
2159,1,"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies "".."
2160,1,"I miss Harry Potter and stuff, man........"
2161,1,"If only I had a machine that lets me see into the future, like Harry Potter �..."
2162,1,"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first."
2163,1,And I like Harry Potter.
2164,1,I freaking love Harry Potter!.
2165,1,I miss seeing Harry Potter like 200 times with you..
2166,1,I like the Harry Potter explaination though that girls always travel in packs.
2167,1,made freaking awesome Harry Potter animated emotes.
2168,1,"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies."
2169,1,Apparently I will want to cast spells on people because I like Harry Potter.
2170,1,"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it."
2171,1,Book-I love the Harry Potter books.
2172,1,"If you don't know that I love reading Harry Potter, you probably have never read my other posts before."
2173,1,"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor."
2174,1,"I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it...."
2175,1,Harry Potter is a story of good conquering evil and the friendships that are formed along the way...
2176,1,Harry Potter Rocks!!!!!!!!!
2177,1,I love Harry Potter.
2178,1,I love Harry Potter ( the books are much better than the movies ).
2179,1,but i also love the Harry Potter books!!...
2180,1,* dies * I love Harry Potter...
2181,1,I love Harry Potter.
2182,1,but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.
2183,1,"And I love Harry Potter, and it would devastate me not to be included."
2184,1,I love your coloured Harry Potter too: ).
2185,1,I love intellectual Harry Potter debates..
2186,1,"Irrespective of whether she writes them or not, I am sure that the Harry Potter legacy is in good hands and I sure hope that the grand finale lives up to the hype....."
2187,1,I LOVE Harry Potter.
2188,1,"I love Harry Potter, but right now I hate it ( me younger sis's watching it )."
2189,1,That loves Harry Potter...
2190,1,"If theres one thing I love as much as Harry Potter, its Avatar!!!.."
2191,1,"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones.."
2192,1,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase."
2193,1,"Idk why, but Harry Potter icons are always the funniest......."
2194,1,I like Harry Potter..
2195,1,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature."
2196,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2197,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2198,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2199,1,I love Harry Potter..
2200,1,I love Harry Potter.
2201,1,I love Harry Potter.
2202,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2203,1,"I, too, like Harry Potter.."
2204,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2205,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2206,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2207,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2208,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2209,1,I love Harry Potter..
2210,1,I love Harry Potter.
2211,1,I love Harry Potter.
2212,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2213,1,"I, too, like Harry Potter.."
2214,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2215,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2216,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2217,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2218,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2219,1,I love Harry Potter..
2220,1,I love Harry Potter.
2221,1,I love Harry Potter.
2222,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2223,1,"I, too, like Harry Potter.."
2224,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2225,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2226,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2227,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2228,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2229,1,I love Harry Potter..
2230,1,I love Harry Potter.
2231,1,I love Harry Potter.
2232,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2233,1,"I, too, like Harry Potter.."
2234,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2235,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2236,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2237,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2238,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2239,1,I love Harry Potter..
2240,1,I love Harry Potter.
2241,1,I love Harry Potter.
2242,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2243,1,"I, too, like Harry Potter.."
2244,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2245,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2246,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2247,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2248,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2249,1,I love Harry Potter..
2250,1,I love Harry Potter.
2251,1,I love Harry Potter.
2252,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2253,1,"I, too, like Harry Potter.."
2254,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2255,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2256,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2257,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2258,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2259,1,I love Harry Potter..
2260,1,I love Harry Potter.
2261,1,I love Harry Potter.
2262,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2263,1,"I, too, like Harry Potter.."
2264,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2265,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2266,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2267,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2268,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2269,1,I love Harry Potter..
2270,1,I love Harry Potter.
2271,1,I love Harry Potter.
2272,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2273,1,"I, too, like Harry Potter.."
2274,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2275,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2276,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2277,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2278,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2279,1,I love Harry Potter..
2280,1,I love Harry Potter.
2281,1,I love Harry Potter.
2282,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2283,1,"I, too, like Harry Potter.."
2284,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2285,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2286,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2287,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2288,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2289,1,I love Harry Potter..
2290,1,I love Harry Potter.
2291,1,I love Harry Potter.
2292,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2293,1,"I, too, like Harry Potter.."
2294,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2295,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2296,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2297,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2298,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2299,1,I love Harry Potter..
2300,1,I love Harry Potter.
2301,1,I love Harry Potter.
2302,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2303,1,"I, too, like Harry Potter.."
2304,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2305,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2306,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2307,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2308,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2309,1,I love Harry Potter..
2310,1,I love Harry Potter.
2311,1,I love Harry Potter.
2312,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2313,1,"I, too, like Harry Potter.."
2314,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2315,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2316,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2317,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2318,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2319,1,I love Harry Potter..
2320,1,I love Harry Potter.
2321,1,I love Harry Potter.
2322,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2323,1,"I, too, like Harry Potter.."
2324,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2325,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2326,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2327,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2328,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2329,1,I love Harry Potter..
2330,1,I love Harry Potter.
2331,1,I love Harry Potter.
2332,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2333,1,"I, too, like Harry Potter.."
2334,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2335,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2336,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2337,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2338,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2339,1,I love Harry Potter..
2340,1,I love Harry Potter.
2341,1,I love Harry Potter.
2342,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2343,1,"I, too, like Harry Potter.."
2344,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2345,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2346,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2347,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2348,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2349,1,I love Harry Potter..
2350,1,I love Harry Potter.
2351,1,I love Harry Potter.
2352,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2353,1,"I, too, like Harry Potter.."
2354,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2355,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2356,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2357,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2358,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2359,1,I love Harry Potter..
2360,1,I love Harry Potter.
2361,1,I love Harry Potter.
2362,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2363,1,"I, too, like Harry Potter.."
2364,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2365,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2366,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2367,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2368,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2369,1,I love Harry Potter..
2370,1,I love Harry Potter.
2371,1,I love Harry Potter.
2372,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2373,1,"I, too, like Harry Potter.."
2374,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2375,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2376,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2377,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2378,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2379,1,I love Harry Potter..
2380,1,I love Harry Potter.
2381,1,I love Harry Potter.
2382,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2383,1,"I, too, like Harry Potter.."
2384,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2385,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2386,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2387,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2388,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2389,1,I love Harry Potter..
2390,1,I love Harry Potter.
2391,1,I love Harry Potter.
2392,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2393,1,"I, too, like Harry Potter.."
2394,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2395,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2396,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2397,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2398,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2399,1,I love Harry Potter..
2400,1,I love Harry Potter.
2401,1,I love Harry Potter.
2402,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2403,1,"I, too, like Harry Potter.."
2404,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2405,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2406,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2407,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2408,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2409,1,I love Harry Potter..
2410,1,I love Harry Potter.
2411,1,I love Harry Potter.
2412,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2413,1,"I, too, like Harry Potter.."
2414,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2415,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2416,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2417,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2418,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2419,1,I love Harry Potter..
2420,1,I love Harry Potter.
2421,1,I love Harry Potter.
2422,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2423,1,"I, too, like Harry Potter.."
2424,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2425,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2426,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2427,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2428,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2429,1,I love Harry Potter..
2430,1,I love Harry Potter.
2431,1,I love Harry Potter.
2432,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2433,1,"I, too, like Harry Potter.."
2434,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2435,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2436,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2437,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2438,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2439,1,I love Harry Potter..
2440,1,I love Harry Potter.
2441,1,I love Harry Potter.
2442,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2443,1,"I, too, like Harry Potter.."
2444,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2445,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2446,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2447,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2448,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2449,1,I love Harry Potter..
2450,1,I love Harry Potter.
2451,1,I love Harry Potter.
2452,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2453,1,"I, too, like Harry Potter.."
2454,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2455,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2456,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2457,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2458,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2459,1,I love Harry Potter..
2460,1,I love Harry Potter.
2461,1,I love Harry Potter.
2462,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2463,1,"I, too, like Harry Potter.."
2464,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2465,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2466,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2467,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2468,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2469,1,I love Harry Potter..
2470,1,I love Harry Potter.
2471,1,I love Harry Potter.
2472,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2473,1,"I, too, like Harry Potter.."
2474,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2475,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2476,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2477,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2478,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2479,1,I love Harry Potter..
2480,1,I love Harry Potter.
2481,1,I love Harry Potter.
2482,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2483,1,"I, too, like Harry Potter.."
2484,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2485,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2486,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2487,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2488,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2489,1,I love Harry Potter..
2490,1,I love Harry Potter.
2491,1,I love Harry Potter.
2492,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2493,1,"I, too, like Harry Potter.."
2494,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
